PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
0g7Lu,5k2/6p1/7p/5P2/4R3/2pP3P/2r2KP1/8 w - - 0 49,e4e2 c2b2 f2f3 c3c2 e2c2 b2c2,1813,87,4,34,advancedPawn crushing endgame long rookEndgame,https://lichess.org/xgyOOjKI#97
0J6nI,r3r2k/3n2bp/bq3p2/p4Pp1/PpQ5/5N2/BPP3PP/2B1RR1K w - - 3 30,e1e8 a8e8 c4f7 e8f8,2117,80,84,233,advantage middlegame short,https://lichess.org/UFrI5VhP#59
0GeMA,3R4/2nB1k2/5Bpp/3b1pP1/8/1p3PP1/6K1/2r5 w - - 2 44,d7f5 g6f5 d8d7 f7e6,2004,77,79,108,advantage endgame hangingPiece short,https://lichess.org/dyFahgPS#87
0s88Q,r6r/1p1bkppp/p3p3/3pq3/8/1QPB4/PP3PPP/R4RK1 w - - 0 17,b3b7 h8b8 b7a8 b8a8,1524,76,75,89,advantage middlegame short trappedPiece,https://lichess.org/P2gP4Ul1#33
0V3ay,r5k1/2p2qp1/3p1n1p/2p2Q2/2P4B/7P/P4PP1/4R1K1 b - - 6 29,a8a2 h4f6 f7f6 e1e8 g8f7 f5d7,2030,76,92,1094,advantage endgame long,https://lichess.org/QAuSj7TO/black#58
0i3CR,3q2k1/1bp3b1/1p1p2np/1P2pp2/2P1PP2/3P4/1B1N2KP/Q4R2 w - - 1 24,f4e5 d8g5 g2h1 g5d2,1619,208,100,22,crushing fork middlegame pin short,https://lichess.org/Hw14EQ9P#47
0cbKd,2kr4/Qpp2pp1/5qb1/p7/P1P1PN1p/5P2/6PP/5R1K b - - 0 31,f6f4 a7a8 c8d7 f1d1 f4d6 d1d6,1195,77,62,74,crushing endgame long queensideAttack,https://lichess.org/QKRdcHMh/black#62
10X37,r2qr1k1/pp3pb1/1np3p1/3Np2p/8/BP2PQ1P/P3BPP1/2RR2K1 b - - 0 16,b6d5 e3e4 d8a5 b3b4 a5b6 e4d5,2025,76,91,856,advantage long middlegame,https://lichess.org/lwcMhszr/black#32
0bLIS,8/4k3/6p1/5p2/3R4/5PKP/2rp2P1/8 w - - 0 39,g3f4 c2c4 d4c4 d2d1q,1262,74,92,2194,advancedPawn advantage deflection endgame pin promotion rookEndgame short,https://lichess.org/mrNJytRP#77
0aOoL,6k1/1p3pp1/7p/3P4/5B2/8/5KPP/1n6 b - - 2 39,g8f8 f4d6 f8e8 d6b4,1896,160,-43,16,advantage defensiveMove endgame short,https://lichess.org/w3qciJKh/black#78
0EUSK,7k/5qp1/p3r2p/1p6/3PbP2/1P2B1Q1/P4R1P/3R2K1 w - - 2 30,g1f1 f7h5 f2d2 e6g6 g3f2 h5h3 f1e1 g6g2 f2f1 h3e3,1876,294,100,5,equality exposedKing middlegame veryLong,https://lichess.org/bvbO5d3Y#59
0rOkE,5r2/p1pk1q2/2p3R1/2Pp1p2/3P1P2/3B2Q1/PPK5/4r3 b - - 2 43,f8e8 g6g7 e1e7 g7f7,1393,77,92,233,crushing endgame pin short,https://lichess.org/8QHM9RyP/black#86
0J2ws,r2qk2r/2pbbppp/p1pn4/3pN3/3P4/5P2/PPP1Q1PP/RNB1R1K1 b kq - 2 11,e8g8 e5d7 d8d7 e2e7,1061,80,100,42,advantage discoveredAttack opening short,https://lichess.org/nouRM15O/black#22
09BhL,1k2r2r/1pp4p/8/2b5/p1q1p2Q/P1P3P1/1P5P/RKB5 b - - 7 27,e4e3 h4c4 e3e2 c1d2,1381,75,93,2922,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/bXxhlte8/black#54
07f51,2r2r2/1b1pqpk1/4pRpp/4P3/1P1NPQPP/p1P5/1P3R2/7K w - - 0 34,d4b5 a3a2 f2f1 b7a6 c3c4 a6b5,2499,93,89,758,advancedPawn advantage long middlegame,https://lichess.org/9GUjrrdB#67
0Fu9D,3r1r2/5R2/2pp4/4k1N1/4n3/4p3/PPP5/2K2R2 b - - 2 35,f8f7 g5f7 e5e6 f7d8,942,83,81,170,crushing endgame fork short,https://lichess.org/nJnYkVYd/black#70
08j5B,1r6/6p1/7p/8/4k3/7P/1pK2PP1/1R6 w - - 10 45,b1b2 b8b2 c2b2 e4d3,1480,109,100,29,crushing defensiveMove endgame master rookEndgame short,https://lichess.org/Y6Z2O8MT#89
0wNEf,2N5/p1p2kpp/1p3p2/1r2p3/8/6P1/5P1P/2R3K1 b - - 0 31,c7c5 c8d6 f7e6 d6b5,778,77,97,761,crushing endgame fork short,https://lichess.org/QuD1i5Mr/black#62
0ppVX,rn3rk1/pb3ppp/1qp1p3/4P3/pP1P4/P2B3P/3Q1PP1/2R1R2K b - - 4 21,b6d4 d3h7 g8h7 d2d4,984,82,81,431,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/zxqFMgQZ/black#42
0a8BN,r4k1r/pq1p1pbp/2n3p1/4P3/P1N2Q2/1P4P1/2P2P1P/R4RK1 b - - 2 22,h7h5 c4d6 c6e5 d6b7,1327,79,86,245,crushing master middlegame short,https://lichess.org/Vo2syiUm/black#44
0i2rJ,k6r/1p6/p3P3/7p/2p4K/P4BQ1/R1b5/1q6 w - - 5 39,a2c2 b1c2 f3b7 a8b7,1290,88,73,55,advantage endgame hangingPiece short,https://lichess.org/4yImTNhF#77
0AvEe,r7/1p6/2p2p1k/p1RN1qr1/3Pn2p/1P2PQ2/P4PP1/3R1K2 w - - 1 35,f3f5 g5f5 d5f4 e4c5,1598,75,77,140,advantage master masterVsMaster middlegame short superGM,https://lichess.org/cJ3cFghd#69
0f5bC,r3r2k/pp1b1p1n/6nQ/2pp3P/8/P2P4/BPPN1P2/R1K1q1R1 w - - 3 25,g1e1 e8e1,651,95,64,192,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/9lFMf5bj#49
0mFia,6rk/p3R1pp/1p3n1r/2pP2N1/3q4/5QP1/PP5P/4R1K1 w - - 6 32,g1g2 d4d2 e1e2 d2g5,1797,75,92,1054,crushing fork master middlegame short,https://lichess.org/xdUKgvo8#63
03jYy,2rq1rk1/3bbpp1/p3p2p/n2pP3/1p1P4/1P1Q1NN1/P1BR1PPP/R5K1 b - - 5 21,d7b5 d3h7,863,85,85,181,mate mateIn1 middlegame oneMove,https://lichess.org/Pojwpp6O/black#42
010hY,4r1k1/4rp2/2p4p/p2bNQp1/4P3/2P5/Pq3PPP/R3R1K1 w - - 1 26,e4d5 e7e5 f5e5 e8e5,1002,81,92,279,crushing middlegame short,https://lichess.org/Mk8l4jxb#51
06Fj9,r4rk1/1ppb1ppp/1p3q2/4R3/4Q3/P2B1P2/1PP3PP/R5K1 b - - 2 20,f8e8 e4h7 g8f8 h7h8,1405,112,67,28,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/m9ysvZro/black#40
0mzYS,6k1/1p2Qp1p/p1qPnp2/2P3p1/1P3P2/4N1PK/P6P/8 w - - 0 41,f4f5 e6f4 g3f4 c6f3,1777,83,95,6363,endgame mate mateIn2 sacrifice short,https://lichess.org/o1YXwvaC#81
0TsJP,6k1/p5p1/3r3p/1b2N3/8/8/P4PPP/1R4K1 w - - 0 29,b1b5 d6d1,600,108,78,244,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/PJ1WLVjB#57
076Ke,1kr5/qp1b1p1B/4P3/3p4/p4r2/P7/1Q3P2/1R2RK2 b - - 0 29,d7e6 b2e5 b8a8 e5f4,1289,81,86,43,crushing fork middlegame short,https://lichess.org/tAaGIIHd/black#58
02T4U,5rk1/p4pp1/qp1R4/2pN3p/5Q2/5PPb/PP3K1P/R1B5 w - - 7 30,f4h4 a6f1 f2e3 f8e8,1088,104,82,37,crushing middlegame short,https://lichess.org/DstrnDEG#59
09rQp,3r4/5p2/2k1p2p/6r1/4PQ2/5P2/2q3PP/RR5K w - - 2 31,b1c1 d8d1 c1d1 c2g2,1356,76,98,11203,endgame mate mateIn2 sacrifice short,https://lichess.org/uhSlFMZu#61
0WgUJ,r2qk3/1p5p/p3pbr1/3RQ3/8/2B2P2/PPP3PP/2K2B1R b q - 0 22,f6e5 d5d8 a8d8 c3e5,891,128,-25,16,crushing intermezzo middlegame short,https://lichess.org/nK8FEN5M/black#44
140GO,r4rk1/pp2pp1p/1qnp2pQ/3P1b2/3P4/P4N2/1P3PPP/R3KB1R b KQ - 0 13,c6d4 f3g5 d4c2 e1e2,2239,86,78,48,advantage defensiveMove middlegame short,https://lichess.org/M8HsyCgz/black#26
097wk,2r3k1/p3Qp1p/1p2p1p1/4P3/q4P2/6P1/PP5P/1K1R4 w - - 8 30,e7d7 a4c2 b1a1 c2c1 d1c1 c8c1,1701,76,95,10418,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/jWBqWVx1#59
0mR4c,8/8/1R5p/6pk/5p2/2r4P/6PK/8 b - - 7 53,f4f3 g2g4 h5h4 b6h6,1338,76,93,380,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/0ZkwZ3pM/black#106
0wImN,r7/5kpp/p2b1n2/1p1pr1B1/3N4/5P2/PP3P1P/R3R1K1 w - - 1 25,g5f4 e5e1 a1e1 d6f4,995,90,11,47,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/0iTHm24s#49
0OZN6,5qk1/Q7/7p/P5p1/3B1r2/7P/1PP3P1/6K1 w - - 2 30,a7b6 f4f1 g1h2 f8f4 g2g3 f4d2,1505,75,67,222,crushing endgame long,https://lichess.org/oc3ht2fs#59
06Q3K,5rk1/1p1N2p1/2p1p2p/2P5/3RP3/3RnPP1/6P1/r5K1 w - - 3 32,g1h2 e3g4 f3g4 f8f1,1930,80,80,39,crushing defensiveMove endgame sacrifice short,https://lichess.org/ucvPCJvZ#63
12qgB,r2q1k1r/pN3p1p/5np1/4n3/6b1/4PN2/P3B1PP/R2Q1RK1 b - - 0 18,d8b6 f3e5 b6e3 g1h1 e3e5 e2g4,1729,289,67,3,crushing long middlegame,https://lichess.org/7MdefQPS/black#36
0p7r4,r4bn1/pkpq2p1/1p1pp3/1P2np2/Q1PN1P1r/P1N1P3/3P3P/R1B2RK1 b - - 0 15,e5d3 a4a6 b7b8 d4c6 d7c6 b5c6 d3c5 a6b5,1603,74,97,3417,crushing middlegame veryLong,https://lichess.org/9y4J5639/black#30
0fdB2,1r3rk1/5p1p/p2pq1pQ/1p6/2n1p1N1/2P2R1P/P1P2PP1/4R1K1 b - - 1 28,c4e5 g4f6 e6f6 f3f6,1103,75,99,2060,crushing kingsideAttack middlegame short,https://lichess.org/TZIczcGr/black#56
03ZK3,6k1/1b2q1r1/p4b2/1p2pQ2/4P3/P1N5/1PP3PP/5R1K b - - 8 32,g7g5 f5f6 e7f6 f1f6,1271,76,96,10141,advantage middlegame short,https://lichess.org/U0hVKTRM/black#64
06Rpz,r5k1/pp3ppp/1np1b3/4b3/4P3/B2Q1qP1/PP3P1P/R2R2K1 b - - 1 24,f3g4 d3d8 a8d8 d1d8,600,90,65,200,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/N4NtYjf0/black#48
13bBb,r5k1/7p/1qp1bpp1/4p3/3pPP2/rP3R1P/P1RQ2P1/5BK1 w - - 2 40,f4e5 d4d3 d2f2 d3c2 f2b6 c2c1q,1827,107,78,14,advancedPawn advantage discoveredAttack long middlegame pin promotion,https://lichess.org/FNT4A8vZ#79
0OqQP,5rk1/2q2p1n/p2p2p1/1ppN2r1/3PPQPN/2P5/PP6/5RK1 b - - 0 27,c7d7 f4g5 h7g5 d5f6 g8g7 f6d7,1775,164,100,18,crushing fork long middlegame sacrifice,https://lichess.org/KJdedT0U/black#54
0VRNw,rnR3nr/pk5p/B3Q3/2p3q1/8/2P5/PP4PP/7K b - - 6 24,b8a6 e6c6,1302,250,82,20,mate mateIn1 middlegame oneMove,https://lichess.org/PcJrNG5B/black#48
0Rp8z,1k1rbbnr/ppp2pp1/1Nn1q2p/4P3/2B2B2/5N2/PPP3PP/R2QK2R w KQ - 9 13,d1d8 c6d8 c4e6 d8e6 b6d5 c7c6 d5c3 e6f4,1816,106,100,15,advantage middlegame veryLong,https://lichess.org/n0t4YnQw#25
0yBRV,5rk1/4r1pp/1p1q4/p1p1p3/P1PpQP1b/1P1P4/6PP/R1B1R1K1 w - - 1 23,g2g3 e5f4 c1f4 f8f4,2076,80,81,98,advantage middlegame short,https://lichess.org/YlY5CcGL#45
0vN9V,r1b1k2r/p4ppp/q1n1p3/3pP1N1/2pP4/2P5/1R2BPPP/1Q3RK1 b kq - 0 17,h7h6 g5f7 e8f7 e2h5 f7e7 b1g6 e7d8 g6g7,1892,75,93,2814,attackingF2F7 attraction crushing middlegame sacrifice veryLong,https://lichess.org/DDJtBsWo/black#34
0hAIj,r4rk1/1b3ppp/p3p1n1/1p2N2q/3P4/2PQ2P1/PP3P1P/1B1RR1K1 w - - 1 20,d3f1 g6e5 e1e5 h5f3 d4d5 b7d5 e5d5 e6d5,1660,75,89,174,advantage middlegame veryLong,https://lichess.org/OjKLgz9T#39
062GG,5rk1/p4rpp/2pp4/3p4/8/1P1R1PqP/P1P2QP1/4R1K1 b - - 10 24,f7f3 f2g3 f3g3 d3g3,2187,78,89,192,crushing endgame short xRayAttack,https://lichess.org/yWph3E8B/black#48
0y09F,6r1/1pn2ppk/3p1qR1/3PpP1P/1P1rP3/2N1Q3/3BKP2/8 b - - 2 34,f6h4 g6h6 g7h6 e3h6,1678,79,91,539,mate mateIn2 middlegame sacrifice short,https://lichess.org/9igiToia/black#68
0APYD,8/3Q4/6pp/p4p1k/5P2/1q5P/6PK/8 b - - 1 52,a5a4 g2g4 h5h4 d7e7 g6g5 e7e1 b3g3 e1g3,1756,76,95,8305,endgame mate mateIn4 queenEndgame veryLong,https://lichess.org/yf0vRUlk/black#104
10TSJ,5k2/p3nppp/1p6/4N3/3n3r/7P/P4PP1/4R1K1 b - - 5 26,e7d5 e5d7 f8g8 e1e8,910,76,96,352,backRankMate endgame mate mateIn2 short,https://lichess.org/EuLTMctj/black#52
12I85,2b5/7p/1Bp5/N2k1pP1/2p1pP1P/2b5/P1P5/3K4 b - - 4 30,c3a5 b6a5 c8e6 h4h5 e6f7 g5g6 h7g6 h5h6,1963,90,85,26,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/HBD0gbKi/black#60
0L97E,7k/1pR3rp/p2pr1p1/8/PP1QP3/2PP3q/8/6K1 b - - 1 35,h3h6 c7c8 e6e8 c8e8,1223,87,88,25,endgame mate mateIn2 short,https://lichess.org/7C70ocbi/black#70
09RCp,3r1r1k/1R4pp/p7/4p1q1/1P2pp2/P3P2P/4QPP1/2R3K1 w - - 0 30,c1c7 f4f3 e2f1 d8d1,1923,115,80,11,crushing endgame pin short,https://lichess.org/6cEsuhZe#59
09EaL,3r1b1r/pbk2p2/1qp1pN2/1p2P3/2pP4/5B2/PP1Q1PPP/R3K2R w KQ - 7 17,e1c1 f8h6 d2h6 h8h6,1538,86,77,80,crushing middlegame pin short,https://lichess.org/vPgzT3Jg#33
0o6yZ,r2k3r/1pp4p/p2p2p1/1QnP1P2/2P2q2/3R3B/PP3P1P/K6R w - - 0 23,b5b4 c5d3 b4b7 d8e7,2254,79,86,182,crushing defensiveMove middlegame short,https://lichess.org/dFVjfSoG#45
01HoZ,r5rk/1p3p1p/1b1p1p2/pP1P3q/P1P1Pn2/3B1NK1/5P2/R2Q3R w - - 8 28,g3f4 h5g4,1675,89,76,243,mate mateIn1 middlegame oneMove,https://lichess.org/VOay9YDM#55
06ODC,r6k/1p4rp/p1pNp3/2PnN1qb/1P1Pp1R1/4P3/3Q3P/4R2K b - - 0 28,h5g4 d6f7 h8g8 f7g5,2088,77,91,1055,advantage fork middlegame short,https://lichess.org/UWYTI5V9/black#56
0e1nJ,r3k1nr/1pq2pbp/p1n1p1p1/3p4/3P4/1PPB1N1P/P1Q2PP1/R1B2RK1 b kq - 1 12,c6b4 c3b4 c7c2 d3c2,1134,85,84,76,advantage hangingPiece opening short,https://lichess.org/B64c3ynZ/black#24
141qx,r1b2rk1/1p3p1p/p1n1p1p1/8/1P3B2/P2qPN1P/1Q1N1PP1/3K3R b - - 0 19,c6a7 f4h6 f7f6 h6f8 c8d7 f8c5,2348,76,95,145,advantage long middlegame,https://lichess.org/WgELtgwE/black#38
0QdIM,r2q3k/p2nbQ2/2np4/1pp1p1Pr/4P3/2PP3P/PPB2P1K/R5R1 b - - 0 24,h5g5 g1g5 e7g5 f7h5,1029,75,95,1386,crushing kingsideAttack middlegame short,https://lichess.org/UaM2X3BA/black#48
0GH7T,5rk1/pp3pp1/4p1N1/3q3R/6QP/1P1p2P1/P1r1p2K/4R3 b - - 1 30,d5h5 g6e7 g8h7 g4h5,1174,80,86,523,anastasiaMate endgame intermezzo mate mateIn2 short,https://lichess.org/MjI3nXvx/black#60
0nUpG,6R1/1p1nkp2/p2p1n2/2pPbP2/P1P1p2Q/2N1r3/1PK5/8 w - - 6 43,h4h6 e3c3 b2c3 f6g8,2062,75,93,1837,advantage master middlegame short,https://lichess.org/s3wfHyML#85
13xXU,1r4k1/6pp/p2p1p2/2pPp1R1/P1q1P3/1r2PQ1P/6PK/3N1R2 b - - 0 31,f6g5 f3f7 g8h8 f7f8 b8f8 f1f8,1047,87,67,47,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/bzb5b8MJ/black#62
02o14,8/1Q4R1/4p1pk/3p4/3Pn3/4P1qP/PP4P1/5rK1 w - - 0 33,g1f1 g3f2,1327,102,54,42,endgame mate mateIn1 oneMove,https://lichess.org/rhly76az#65
046JT,8/6pk/8/1QBq2p1/6Pn/7P/PP3PK1/8 w - - 3 32,g2f1 d5d1,1488,87,85,1152,endgame master mate mateIn1 oneMove,https://lichess.org/HwVN9PPD#63
13XGP,8/5b1p/5kp1/2R5/1rN3P1/3K3P/8/8 w - - 1 51,d3c3 b4c4 c5c4 f7c4,1199,123,38,13,crushing endgame short,https://lichess.org/u8nXTpGE#101
0kVz8,r1bqk2r/pp3ppp/4p1n1/4P3/1bBN4/2N5/PP3PPP/R2Q1RK1 b kq - 0 11,g6e5 d1a4 c8d7 a4b4,1417,74,88,486,advantage fork opening short,https://lichess.org/lcyPAx4X/black#22
0n6Ml,r1bq1b1r/pk2p1pp/3pPn2/1p1P4/5P2/4N3/PPQN2PP/R4RK1 b - - 2 18,a8b8 c2c6,1207,207,100,8,mate mateIn1 middlegame oneMove,https://lichess.org/xZvu2I77/black#36
02Ulp,8/1p5p/p1p2kp1/2q2p2/1PPp4/4rPP1/P6P/2RQ1K2 b - - 0 31,c5b4 d1d4 f6f7 d4e3,1346,165,100,19,crushing endgame fork short,https://lichess.org/o7UH3u5E/black#62
0ZEiG,r2q1rk1/1pp2pbp/4p1p1/p2nP1N1/P2P4/2P1B3/5PPP/R2Q1RK1 w - - 0 16,c3c4 d5e3 f2e3 d8g5,978,168,-20,22,advantage capturingDefender middlegame short,https://lichess.org/hHv1sOwF#31
0LRt6,4r1k1/pQ2p3/4p1p1/4P3/2qB1rnR/2P5/P1P5/2KR4 b - - 2 24,c4a2 d1h1 g6g5 h4h8,2086,76,82,89,advantage master middlegame quietMove short,https://lichess.org/UDOKJuNs/black#48
0Yys7,r4rk1/1pR2pp1/1q2p1p1/pN2n3/Pn1N4/2R1Q2P/1P3PP1/6K1 b - - 1 23,f7f6 c7g7 g8g7 d4f5 e6f5 e3b6,2198,75,86,95,advantage attraction discoveredAttack kingsideAttack long middlegame sacrifice,https://lichess.org/6eX0bmZj/black#46
0Hb6O,r4r2/1pq3kp/p2p2p1/4pb2/4NPn1/1Q2PN2/PP1KB1P1/R6R b - - 0 20,f5e4 h1h7 g7h7 f3g5 h7g7 g5e6,2424,85,75,70,attraction crushing fork long middlegame sacrifice,https://lichess.org/evUPdLSw/black#40
0y3ty,8/3k4/1P4p1/4Kp1p/8/6PP/8/8 w - - 1 49,e5f6 h5h4 b6b7 d7c7 g3h4 f5f4,1698,75,86,364,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/xE10aJia#97
04s17,b4r1k/6p1/p2P2Bp/qp2b3/8/1Q1P4/P4PPP/2B2RK1 w - - 1 29,c1a3 f8f2 b3c2 f2g2,2691,99,90,163,advantage kingsideAttack middlegame short,https://lichess.org/ULwUOTTe#57
08FWu,1rb2r1k/2pp1p2/p2b1p1p/1p1Bq3/4P1Q1/8/PPP2PPP/RN3RK1 w - - 0 18,b1c3 e5h2,1237,101,75,26,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/rdLcNn60#35
0uFCs,1r2k1r1/p7/3p1p2/qpp1bQBp/7P/2NP4/PPP5/5RK1 b - - 0 24,a5c7 f5e6 e8f8 f1f6 e5f6 e6f6 f8e8 f6e6,2022,128,100,22,crushing discoveredAttack exposedKing fork middlegame veryLong,https://lichess.org/hIxURLKI/black#48
0Vrlj,r2qr1k1/p4pbp/1p4p1/2p5/2BP4/1P2nQ2/PB1R2PP/R5K1 b - - 0 20,c5d4 c4f7 g8h8 f7e8,2006,74,93,2913,crushing fork middlegame short,https://lichess.org/an3qmAIu/black#40
06jxO,3q1rk1/p4ppn/1ppp1P2/4p1P1/2P5/3P2P1/PP2Q1K1/5R2 b - - 0 33,h7g5 e2h5 d8f6 f1f6,1850,273,100,4,endgame equality short,https://lichess.org/DAWkTVmt/black#66
0ecEl,3r2k1/2Rq1pp1/3P3p/8/2Q5/p5PP/P2r1PK1/5R2 b - - 2 33,d7d6 c4f7 g8h8 f7g7,904,91,95,351,endgame mate mateIn2 short,https://lichess.org/CrMazhwV/black#66
0zpR3,4rr1k/2pq1pp1/p1np1n1p/1p1Bp3/4P3/N1PPQPRP/PP3P1K/R7 w - - 3 22,g3g7 h8g7 d5c6 d7c6 a1g1 g7h7,1750,77,84,67,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/xUkaFwT3#43
07NHb,rn1qr1k1/pp3p1p/2p2bpB/4N3/4R3/8/PPQ2PPP/4R1K1 w - - 5 20,e5c6 e8e4 c2e4 b8c6,1702,75,86,74,advantage middlegame short,https://lichess.org/rr9yCubV#39
11hoU,4k3/p6p/1p2PQp1/1q1p1n2/3P4/P7/1P2N1PP/6K1 b - - 0 31,b5e2 f6f7 e8d8 f7d7,1278,75,98,3686,endgame mate mateIn2 short,https://lichess.org/CK4KcW9S/black#62
0nfFx,r3r2k/pp2P1pp/8/3B4/3P1pb1/7q/PP2QP1P/2K1R2R w - - 3 24,e2e5 h3d3 d5b7 g4f5 e5f5 d3f5,2515,84,88,76,crushing long middlegame quietMove,https://lichess.org/XGuOJZgx#47
0Jamc,r3r1k1/pp3p1p/3p1q2/2pPnp2/2P2Q2/7P/PP3PP1/2RN1RK1 b - - 3 19,e5d3 f4g3 g8h8 g3d3,1071,75,99,1014,crushing fork master middlegame short,https://lichess.org/fQBWaaah/black#38
0n9kz,5rk1/2p1qpp1/p6p/3pP2R/3P4/2P4Q/r7/6RK b - - 1 30,f7f6 h5h6 a2a1 h6h8,1441,76,71,270,crushing endgame pin short,https://lichess.org/rLHETCbr/black#60
0V7hv,r7/4Pk1p/6p1/2B3N1/p1P5/4K2P/6P1/b7 b - - 1 43,f7g7 g5e6 g7f7 e6c7 a8c8 e7e8q c8e8 c7e8,1659,74,91,1074,advancedPawn crushing endgame master promotion veryLong,https://lichess.org/4i3sBBeI/black#86
07h1S,7k/6b1/2P4p/p7/Pp1P4/1q6/6PP/2Q4K b - - 1 42,b3e6 d4d5 e6f5 c6c7 f5c8 d5d6 b4b3 d6d7,2571,78,93,567,advancedPawn crushing endgame veryLong,https://lichess.org/iEUXTT4G/black#84
13llw,3r3r/ppb3pk/4Q1p1/2p3Pp/4B3/3P3P/PPP2K2/8 b - - 1 34,d8d6 e4g6,1510,184,55,42,endgame mate mateIn1 oneMove,https://lichess.org/h8jdm4RT/black#68
09skk,8/4k3/4ppp1/1p6/1P1PPK1P/8/8/8 b - - 2 55,e7d6 e4e5 f6e5 d4e5 d6d5 f4g5 d5c4 g5g6,1141,77,83,69,crushing endgame pawnEndgame veryLong,https://lichess.org/NLzTtqtQ/black#110
0kcp2,r5k1/2p3pp/p2p1r2/3P4/3Q2R1/1PP2P2/1q3KPP/RN6 w - - 7 23,d4d2 b2a1 d2c2 a1a5,1463,500,100,0,equality hangingPiece middlegame short,https://lichess.org/Ugn3WPJO#45
00ae5,2r1kb1r/1p3pp1/pqn1pnp1/3p4/1P1P1B2/P1N2N1P/2P2PP1/R2QK2R b KQk - 0 13,c6b4 c3a4 b6b5 a3b4,2222,220,100,8,equality middlegame short,https://lichess.org/VPTKzgUW/black#26
0RQ84,4N1r1/p4p2/6kp/3P4/1P5P/P3b1R1/4r1P1/7K b - - 2 37,g6h7 e8f6 h7h8 g3g8,1306,75,97,12037,arabianMate endgame fork mate mateIn2 short,https://lichess.org/vJ4CEtl6/black#74
131bq,1n3rk1/6pp/7N/8/3q4/8/Q4RPP/1q3BK1 b - - 1 32,g8h8 a2g8 f8g8 h6f7,1235,84,92,4512,mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/3OAPVELI/black#64
0NsEB,3r4/6R1/4pk2/1p6/p4P1n/P1Pp1P2/1P1K4/6R1 w - - 5 37,g7h7 h4f3 d2e3 f3g1,690,80,100,896,crushing endgame fork short,https://lichess.org/cF42pyYO#73
0ud2H,5k2/2p2pb1/4r3/4Np2/1pP4Q/8/1q3PPP/4R1K1 b - - 1 28,e6e5 h4d8 e5e8 d8e8,1337,181,100,28,endgame mate mateIn2 short,https://lichess.org/lUQIActF/black#56
0abzG,6k1/5p1p/4p1p1/3pP1P1/2r2P2/2p1K3/1P5P/2R5 w - - 0 33,c1c3 d5d4 e3d3 d4c3,2051,182,82,8,crushing endgame fork master rookEndgame short,https://lichess.org/0s2unyDS#65
0c6Hq,r4rk1/5ppp/5b2/p1p1RP1B/1p2P3/1P6/1PP3PP/R5K1 w - - 1 26,e5c5 f6d4 g1f1 d4c5,1218,92,73,146,advantage endgame fork short,https://lichess.org/5wNeEe97#51
112kq,7k/1pr4p/3Npp2/r2p1b2/P2P1n1P/3P1P2/1P1K3P/2R3R1 b - - 6 31,c7c1 d6f7,1137,84,100,94,endgame mate mateIn1 oneMove,https://lichess.org/UfXQK6AF/black#62
0RkXd,3Nk3/pQ2q1b1/7p/2p5/2P5/8/PP3PPP/6K1 w - - 0 32,h2h3 e7e1 g1h2 g7e5 g2g3 e1f2,1305,75,99,2092,crushing endgame long,https://lichess.org/Fcj8G2en#63
137Tn,r1n5/1pk3r1/3p4/1P2p1N1/3R4/8/P4PPP/R5K1 b - - 0 28,e5d4 g5e6 c7b6 e6g7,1022,95,85,179,advantage endgame fork short,https://lichess.org/EWt22uXy/black#56
0AxN9,5R2/r5pk/4R3/6P1/p1p4p/8/r4PK1/8 b - - 0 55,c4c3 g5g6 h7h6 g2h3 a2f2 f8f2,2325,75,95,316,advantage endgame long rookEndgame,https://lichess.org/46TNaYfc/black#110
0KIZ9,4R1k1/1pp3p1/5p1p/p2N1P2/2q5/r7/6PP/3R3K b - - 1 27,g8h7 d5f6 g7f6 d1d7 c4f7 d7f7,1311,75,93,2397,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/A9esoVsr/black#54
10HeS,8/6p1/2p2k1p/p1P2p2/P2K1P1P/5P2/8/8 w - - 3 49,d4c4 g7g5 f4g5 h6g5 h4g5 f6g5 c4d3 g5f4 d3d4 f4f3,1996,74,99,103,crushing endgame pawnEndgame veryLong,https://lichess.org/YTFA6ONY#97
0VUAn,r4rk1/p1p1qpp1/n1p1b2p/4P1b1/8/1PN2B2/PBP1Q1PP/R4RK1 w - - 1 19,f3c6 e7c5 g1h1 c5c6,1037,79,90,136,advantage fork middlegame short,https://lichess.org/Id4ZSN7v#37
